what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1318786133807
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1318786133807
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1318786133808
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1318786133808
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1318786133808
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1318786133808
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1318786133808
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1318786133831
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1318786133831
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1318786133831
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1318786133832
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1318786133832
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1318786133832
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1318786133832
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1318786133833
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1318786133834
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1318786133834
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1318786133834
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1318786133834
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318786133834
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1318786133835
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1318786133844
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1318786133848
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1318786133849
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1318786133850
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1318786133850
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1318786133850
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1318786133850
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1318786133850
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1318786133850
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1318786133850
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1318786133850
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1318786133850
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1318786133850
started,bundle,org.eclipse.mylyn.trac.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.trac.core",1318786133859
started,bundle,org.eclipse.mylyn.trac.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.trac.ui",1318786133859
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1318786133860
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1318786133860
os,sysinfo,,,"linux",1318786133876
arch,sysinfo,,,"x86_64",1318786133876
ws,sysinfo,,,"gtk",1318786133876
locale,sysinfo,,,"en_IE",1318786133876
processors,sysinfo,,,"2",1318786133877
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1318786133877
java.runtime.version,sysinfo,,,"1.6.0_23-b23",1318786133877
java.specification.name,sysinfo,,,"Java Platform API Specification",1318786133877
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318786133877
java.specification.version,sysinfo,,,"1.6",1318786133877
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1318786133877
java.version,sysinfo,,,"1.6.0_23",1318786133877
java.vm.info,sysinfo,,,"mixed mode",1318786133877
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1318786133877
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318786133877
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318786133877
java.vm.specification.version,sysinfo,,,"1.0",1318786133877
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1318786133877
java.vm.version,sysinfo,,,"20.0-b11",1318786133877
error,log,,,"Failed to load properties file for project 'MapsDemo'",1318786133900
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1318786133911
error,log,,,"Failed to load properties file for project 'Notes'",1318786133957
error,log,,,"Failed to load properties file for project 'Snake'",1318786133958
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1318786134519
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1318786134757
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1318786135144
started,bundle,com.yattasolutions.codegen.reverse.ui,1.3.6.201109221701,"com.yattasolutions.codegen.reverse.ui",1318786135158
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1318786135456
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1318786135702
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1318786136346
started,bundle,org.eclipse.pde,3.6.100.v201109091335,"org.eclipse.pde",1318786136833
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1318786136939
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1318786137137
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110506,"org.eclipse.equinox.frameworkadmin.equinox",1318786148237
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1318786167579
started,bundle,org.eclipse.emf.transaction,1.4.0.v20100331-1738,"org.eclipse.emf.transaction",1318786167581
started,bundle,org.eclipse.emf.workspace,1.5.1.v20110823-1800,"org.eclipse.emf.workspace",1318786167677
started,bundle,org.eclipse.uml2.uml,3.2.100.yatta-patch-201109221319,"org.eclipse.uml2.uml",1318786167853
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1318786168038
started,bundle,org.eclipse.emf.mapping.ecore2xml,2.7.0.v20110331-2022,"org.eclipse.emf.mapping.ecore2xml",1318786168072
started,bundle,org.eclipse.emf.ecore.change,2.7.1.v20110829-1916,"org.eclipse.emf.ecore.change",1318786178821
started,bundle,com.yattasolutions.umllab,1.3.6.201109221701,"com.yattasolutions.umllab",1318786179112
started,bundle,com.yattasolutions.codegen,1.3.6.201109221700,"com.yattasolutions.codegen",1318786179167
started,bundle,com.yattasolutions.codegen.reverse,1.3.6.201109221701,"com.yattasolutions.codegen.reverse",1318786179516
started,bundle,com.yattasolutions.codegen.reverse.oaw,1.3.6.201109221701,"com.yattasolutions.codegen.reverse.oaw",1318786179552
started,bundle,com.yattasolutions.codegen.oaw,1.3.6.201109221700,"com.yattasolutions.codegen.oaw",1318786179615
started,bundle,com.yattasolutions.codegen.java.reverse,1.3.6.201109221701,"com.yattasolutions.codegen.java.reverse",1318786179820
started,bundle,com.yattasolutions.features.oaw,1.3.6.201109221701,"com.yattasolutions.features.oaw",1318786180301
started,bundle,com.yattasolutions.features.uml,1.3.6.201109221659,"com.yattasolutions.features.uml",1318786180346
started,bundle,com.yattasolutions.features.eclipse,1.3.6.201109221659,"com.yattasolutions.features.eclipse",1318786180422
started,bundle,com.yattasolutions.assocs.features,1.3.6.201109221701,"com.yattasolutions.assocs.features",1318786180773
started,bundle,org.eclipse.uml2.common,1.6.0.v201105021727,"org.eclipse.uml2.common",1318786181994
started,bundle,org.eclipse.emf.mwe.core,1.1.1.v201108020506,"org.eclipse.emf.mwe.core",1318786183079
started,bundle,com.yattasolutions.codegen.oaw.ui,1.3.6.201109221700,"com.yattasolutions.codegen.oaw.ui",1318786183388
started,bundle,org.eclipse.xtend.typesystem.uml2.ui,1.0.1.yatta-patch-201109221319,"org.eclipse.xtend.typesystem.uml2.ui",1318786183424
started,bundle,org.eclipse.emf.ecore.edit,2.7.0.v20110913-1156,"org.eclipse.emf.ecore.edit",1318786183992
started,bundle,org.eclipse.uml2.uml.edit,3.1.100.v201009281840,"org.eclipse.uml2.uml.edit",1318786184021
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v201005031530,"org.eclipse.uml2.common.edit",1318786184235
started,bundle,org.eclipse.emf.validation,1.4.0.v20100428-2315,"org.eclipse.emf.validation",1318786184527
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1318786184996
started,bundle,com.yattasolutions.umllab.intro,1.3.6.201109221701,"com.yattasolutions.umllab.intro",1318786185036
opened,editor,com.yattasolutions.umllab.intro,1.3.6.201109221701,"com.yattasolutions.umllab.intro.IntroEditor",1318786188250
activated,editor,com.yattasolutions.umllab.intro,1.3.6.201109221701,"com.yattasolutions.umllab.intro.IntroEditor",1318786188800
started,bundle,org.eclipse.emf.codegen.ecore,2.7.0.v20110913-1156,"org.eclipse.emf.codegen.ecore",1318786209096
started,bundle,org.eclipse.uml2.codegen.ecore,1.7.1.v201109082252,"org.eclipse.uml2.codegen.ecore",1318786209098
started,bundle,org.eclipse.ocl.ecore,3.1.1.v20110823-1646,"org.eclipse.ocl.ecore",1318786209297
started,bundle,org.eclipse.ocl,3.1.0.v20110913-1213,"org.eclipse.ocl",1318786209425
started,bundle,org.eclipse.m2e.model.edit,1.0.100.20110804-1717,"org.eclipse.m2e.model.edit",1318786209761
started,bundle,org.eclipse.ocl.uml,3.1.0.v20110913-1213,"org.eclipse.ocl.uml",1318786209958
started,bundle,com.yattasolutions.diagrams.classdiagram,1.3.6.201109221701,"com.yattasolutions.diagrams.classdiagram",1318786210535
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1318786210791
started,bundle,org.eclipse.emf.compare.match,1.2.1.yatta-patch-201109221319,"org.eclipse.emf.compare.match",1318786210877
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1318786210979
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1318786211017
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1318786211033
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1318786211117
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1318786211139
started,bundle,org.eclipse.xsd,2.7.0.v20110606-0949,"org.eclipse.xsd",1318786211282
started,bundle,org.eclipse.emf.compare.diff,1.2.1.yatta-patch-201109221319,"org.eclipse.emf.compare.diff",1318786211600
started,bundle,com.yattasolutions.codegen.java,1.3.6.201109221700,"com.yattasolutions.codegen.java",1318786258280
started,bundle,com.yattasolutions.codegen.java.JDTDisassembled,1.3.6.201109221700,"com.yattasolutions.codegen.java.JDTDisassembled",1318786258284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786376504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786376704
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1318786380221
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1318786380270
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1318786380292
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1318786380472
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1318786380533
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1318786380576
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1318786380587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786381504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786383151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786383274
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1318786383643
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1318786383707
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1318786494955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786494995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786498950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318786500028
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1318786518142
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110511,"org.eclipse.equinox.p2.publisher.eclipse",1318786518612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318786539612
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1318786608752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786608802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786616386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786627537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786630492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318786640370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.help.installationDialog",1318786703815
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1318786732332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786734825
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318786742657
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1318786763745
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1318786764447
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318786768311
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1318786769601
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1318786770137
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318786770403
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318786770851
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1318786772813
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1318786772845
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1318786772884
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1318786781732
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318786785035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786786291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786788214
activated,editor,com.yattasolutions.umllab.intro,1.3.6.201109221701,"com.yattasolutions.umllab.intro.IntroEditor",1318786790186
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318786792881
started,bundle,org.eclipse.xtend.typesystem.emf.ui,1.0.1.v201108020519,"org.eclipse.xtend.typesystem.emf.ui",1318786795832
started,bundle,org.eclipse.xtend.shared.ui,1.0.1.yatta-patch-201109221319,"org.eclipse.xtend.shared.ui",1318786795873
started,bundle,com.yattasolutions.xpandpp.ui,1.3.6.201109221701,"com.yattasolutions.xpandpp.ui",1318786795895
started,bundle,org.eclipse.xpand.ui,1.0.1.yatta-patch-201109221319,"org.eclipse.xpand.ui",1318786795968
started,bundle,org.eclipse.xtend.check.ui,1.0.1.v201108020519,"org.eclipse.xtend.check.ui",1318786795998
started,bundle,org.eclipse.xtend.ui,1.0.1.v201108020519,"org.eclipse.xtend.ui",1318786796023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786834211
error,log,,,"Failed to load properties file for project 'MapsDemo'",1318786838699
error,log,,,"Exception while reading /MapsDemo/.classpath",1318786838710
error,log,,,"Failed to finish PrecompilerBuilder#startupOnInitialize()",1318786838732
error,log,,,"Failed to load properties file for project 'MapsDemo'",1318786838772
error,log,,,"Failed to load properties file for project 'MapsDemo'",1318786838800
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318786842023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786847272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318786858513
error,log,,,"Failed to load properties file for project 'Notes'",1318786864889
error,log,,,"Exception while reading /Notes/.classpath",1318786864924
error,log,,,"Failed to finish PrecompilerBuilder#startupOnInitialize()",1318786864926
error,log,,,"Failed to load properties file for project 'Notes'",1318786864928
error,log,,,"Failed to load properties file for project 'Notes'",1318786865115
